"Country","Code","year","gdpcap","pop","gdp"
"Colombia","COL",1960,3980,16057714,63909701720
"Colombia","COL",1961,4049,16567817,67083091033
"Colombia","COL",1962,4135,17092919,70679220065
"Colombia","COL",1963,4140,17629978,72988108920
"Colombia","COL",1964,4264,18175187,77498997368
"Colombia","COL",1965,4286,18725242,80256387212
"Colombia","COL",1966,4383,19279734,84503074122
"Colombia","COL",1967,4438,19837508,88038860504
"Colombia","COL",1968,4581,20393704,93423558024
"Colombia","COL",1969,4744,20942453,99350997032
"Colombia","COL",1970,4932,21480064,105939675648
"Colombia","COL",1971,5091,22003983,112022277453
"Colombia","COL",1972,5348,22516429,120417862292
"Colombia","COL",1973,5577,23024512,128407703424
"Colombia","COL",1974,5767,23538390,135745895130
"Colombia","COL",1975,5772,24065502,138906077544
"Colombia","COL",1976,5918,24608102,145630747636
"Colombia","COL",1977,6046,25164544,152144833024
"Colombia","COL",1978,6443,25733669,165802029367
"Colombia","COL",1979,6658,26312996,175191927368
"Colombia","COL",1980,6786,26900508,182546847288
"Colombia","COL",1981,6782,27496608,186481995456
"Colombia","COL",1982,6698,28101824,188226017152
"Colombia","COL",1983,6655,28714183,191092887865
"Colombia","COL",1984,6741,29331230,197721821430
"Colombia","COL",1985,6809,29951194,203937679946
"Colombia","COL",1986,7071,30572479,216177999009
"Colombia","COL",1987,7296,31195417,227601762432
"Colombia","COL",1988,7442,31822527,236823245934
"Colombia","COL",1989,7533,32457497,244502324901
"Colombia","COL",1990,7693,33102569,254658063317
"Colombia","COL",1991,7713.021973,33758328,260378725635.741
"Colombia","COL",1992,7888.105469,34422568,271528846897.824
"Colombia","COL",1993,8180.870605,35091272,287077155596.86
"Colombia","COL",1994,8447.857422,35758978,302086747700.435
"Colombia","COL",1995,8735.882813,36421438,318173414248.945
"Colombia","COL",1996,8770.583008,37076387,325181529820.232
"Colombia","COL",1997,8952.472656,37723803,337721314837.831
"Colombia","COL",1998,8863.261719,38364307,340032893609.064
"Colombia","COL",1999,8382.139648,38999468,326898986973.707
"Colombia","COL",2000,8496.791992,39629965,336727569255.24
"Colombia","COL",2001,8528.033203,40255956,343304129386.507
"Colombia","COL",2002,8630.541992,40875363,352776536809.743
"Colombia","COL",2003,8855.217773,41483872,367348720627.257
"Colombia","COL",2004,9211.279297,42075953,387573354770.445
"Colombia","COL",2005,9524.722656,42647731,406207809682.694
"Colombia","COL",2006,10039.68262,43200901,433723334938.041
"Colombia","COL",2007,10602.30469,43737512,463718428606.531
"Colombia","COL",2008,10846.7373,44254972,480022055502.856
"Colombia","COL",2009,10894.10254,44750054,487511676946.537
"Colombia","COL",2010,11191.68652,45222699,506118270796.317
"Colombia","COL",2011,11788,45662747,538272461636
"Colombia","COL",2012,12123,46075721,558575965683
"Colombia","COL",2013,12568,46495492,584355343456
"Colombia","COL",2014,12972,46967706,609265082232
"Colombia","COL",2015,13218,47520667,628128176406
"Colombia","COL",2016,13326,48175048,641980689648
"Colombia","COL",2017,13358.03223,48909844,653339272516.272
"Colombia","COL",2018,13545.0498,49661056,672661476640.589
"Costa Rica","CRI",1920,2589,457669,1184905041
"Costa Rica","CRI",1921,2475,465201,1151372475
"Costa Rica","CRI",1922,2695,473122,1275063790
"Costa Rica","CRI",1923,2434,481444,1171834696
"Costa Rica","CRI",1924,2724,489911,1334517564
"Costa Rica","CRI",1925,2654,498528,1323093312
"Costa Rica","CRI",1926,2872,507296,1456954112
"Costa Rica","CRI",1927,2608,516219,1346299152
"Costa Rica","CRI",1928,2686,525298,1410950428
"Costa Rica","CRI",1929,2522,534989,1349242258
"Costa Rica","CRI",1930,2592,545312,1413448704
"Costa Rica","CRI",1931,2511,556289,1396841679
"Costa Rica","CRI",1932,2265,567941,1286386365
"Costa Rica","CRI",1933,2646,580290,1535447340
"Costa Rica","CRI",1934,2291,592908,1358352228
"Costa Rica","CRI",1935,2434,605801,1474519634
"Costa Rica","CRI",1936,2550,618973,1578381150
"Costa Rica","CRI",1937,2872,632432,1816344704
"Costa Rica","CRI",1938,2990,646184,1932090160
"Costa Rica","CRI",1939,2976,661901,1969817376
"Costa Rica","CRI",1940,2810,679682,1909906420
"Costa Rica","CRI",1941,3097,699632,2166760304
"Costa Rica","CRI",1942,2691,721857,1942517187
"Costa Rica","CRI",1943,2644,746472,1973671968
"Costa Rica","CRI",1944,2326,771925,1795497550
"Costa Rica","CRI",1945,2573,798246,2053886958
"Costa Rica","CRI",1946,2804,825465,2314603860
"Costa Rica","CRI",1947,3245,853612,2769970940
"Costa Rica","CRI",1948,3339,882719,2947398741
"Costa Rica","CRI",1949,3384,913384,3090891456
"Costa Rica","CRI",1950,3129,945683,2959042107
"Costa Rica","CRI",1951,3110,972151,3023389610
"Costa Rica","CRI",1952,3370,1002444,3378236280
"Costa Rica","CRI",1953,3751,1035862,3885518362
"Costa Rica","CRI",1954,3649,1071875,3911271875
"Costa Rica","CRI",1955,3921,1110088,4352655048
"Costa Rica","CRI",1956,3668,1150271,4219194028
"Costa Rica","CRI",1957,3835,1192362,4572708270
"Costa Rica","CRI",1958,4152,1236387,5133478824
"Costa Rica","CRI",1959,4141,1282503,5310844923
"Costa Rica","CRI",1960,4328,1330787,5759646136
"Costa Rica","CRI",1961,4340,1381187,5994351580
"Costa Rica","CRI",1962,4439,1433346,6362622894
"Costa Rica","CRI",1963,4653,1486555,6916940415
"Costa Rica","CRI",1964,4720,1539942,7268526240
"Costa Rica","CRI",1965,4983,1592834,7937091822
"Costa Rica","CRI",1966,5193,1645076,8542879668
"Costa Rica","CRI",1967,5338,1696742,9057208796
"Costa Rica","CRI",1968,5574,1747690,9741624060
"Costa Rica","CRI",1969,5773,1797891,10379224743
"Costa Rica","CRI",1970,5984,1847394,11054805696
"Costa Rica","CRI",1971,6199,1896074,11753762726
"Costa Rica","CRI",1972,6564,1944170,12761531880
"Costa Rica","CRI",1973,6884,1992522,13716521448
"Costa Rica","CRI",1974,7061,2042242,14420270762
"Costa Rica","CRI",1975,7007,2094186,14673961302
"Costa Rica","CRI",1976,7182,2148681,15431826942
"Costa Rica","CRI",1977,7602,2205618,16767108036
"Costa Rica","CRI",1978,7763,2264942,17582744746
"Costa Rica","CRI",1979,7905,2326460,18390666300
"Costa Rica","CRI",1980,7828,2389973,18708708644
"Costa Rica","CRI",1981,7461,2455593,18321179373
"Costa Rica","CRI",1982,6751,2523358,17035189858
"Costa Rica","CRI",1983,6743,2593015,17484700145
"Costa Rica","CRI",1984,7065,2664220,18822714300
"Costa Rica","CRI",1985,6918,2736719,18932622042
"Costa Rica","CRI",1986,7087,2810245,19916206315
"Costa Rica","CRI",1987,7221,2884856,20831545176
"Costa Rica","CRI",1988,7270,2960932,21525975640
"Costa Rica","CRI",1989,7489,3039015,22759183335
"Costa Rica","CRI",1990,7567,3119436,23604772212
"Costa Rica","CRI",1991,7552.362305,3202083,24183290946.6813
"Costa Rica","CRI",1992,8038.767578,3286525,26419610614.2864
"Costa Rica","CRI",1993,8363.483398,3372298,28204158336.1086
"Costa Rica","CRI",1994,8479.568359,3458829,29329376947.5916
"Costa Rica","CRI",1995,8576.422852,3545524,30407913055.9144
"Costa Rica","CRI",1996,8446.78125,3632361,30681758788.0312
"Costa Rica","CRI",1997,8683.948242,3718952,32295186682.4824
"Costa Rica","CRI",1998,9053.851563,3803893,34439882583.5348
"Costa Rica","CRI",1999,9183.894531,3885428,35683360959.7943
"Costa Rica","CRI",2000,9319.766602,3962369,36928354271.0001
"Costa Rica","CRI",2001,9451.615234,4034074,38128515273.4833
"Costa Rica","CRI",2002,9591.553711,4100921,39334204036.0678
"Costa Rica","CRI",2003,9831.25,4164053,40937846056.25
"Costa Rica","CRI",2004,10086.78418,4225156,42618236698.8321
"Costa Rica","CRI",2005,10308.37402,4285504,44176578096.2061
"Costa Rica","CRI",2006,10880.47656,4345421,47280251333.8318
"Costa Rica","CRI",2007,11584.67676,4404626,51026168458.6918
"Costa Rica","CRI",2008,11935.1582,4463123,53268079071.0586
"Costa Rica","CRI",2009,11638.00195,4520739,52612369297.441
"Costa Rica","CRI",2010,12031.57129,4577371,55072965507.2786
"Costa Rica","CRI",2011,12366,4633086,57292741476
"Costa Rica","CRI",2012,12792,4688003,59968934376
"Costa Rica","CRI",2013,12916,4742111,61249105676
"Costa Rica","CRI",2014,13222,4795390,63404646580
"Costa Rica","CRI",2015,13677,4847805,66303428985
"Costa Rica","CRI",2016,14098,4899336,69070838928
"Costa Rica","CRI",2017,14470.77734,4949955,71629696648.0197
"Costa Rica","CRI",2018,14686.25391,4999443,73423089306.5721
"Denmark","DNK",1820,2031,1156833,2349527823
"Denmark","DNK",1821,2104,1166978,2455321712
"Denmark","DNK",1822,2115,1177802,2491051230
"Denmark","DNK",1823,2085,1189315,2479721775
"Denmark","DNK",1824,2117,1200941,2542392097
"Denmark","DNK",1825,2107,1212680,2555116760
"Denmark","DNK",1826,2110,1224534,2583766740
"Denmark","DNK",1827,2150,1236504,2658483600
"Denmark","DNK",1828,2163,1248591,2700702333
"Denmark","DNK",1829,2110,1259939,2658471290
"Denmark","DNK",1830,2120,1270537,2693538440
"Denmark","DNK",1831,2101,1280370,2690057370
"Denmark","DNK",1832,2158,1289426,2782581308
"Denmark","DNK",1833,2130,1297692,2764083960
"Denmark","DNK",1834,2227,1306011,2908486497
"Denmark","DNK",1835,2195,1314383,2885070685
"Denmark","DNK",1836,2179,1322809,2882400811
"Denmark","DNK",1837,2219,1331288,2954128072
"Denmark","DNK",1838,2216,1339823,2969047768
"Denmark","DNK",1839,2224,1349386,3001034464
"Denmark","DNK",1840,2276,1359996,3095350896
"Denmark","DNK",1841,2254,1371667,3091737418
"Denmark","DNK",1842,2243,1384418,3105249574
"Denmark","DNK",1843,2353,1398265,3290117545
"Denmark","DNK",1844,2434,1412250,3437416500
"Denmark","DNK",1845,2472,1426375,3525999000
"Denmark","DNK",1846,2501,1440642,3603045642
"Denmark","DNK",1847,2466,1455051,3588155766
"Denmark","DNK",1848,2570,1469604,3776882280
"Denmark","DNK",1849,2695,1485029,4002153155
"Denmark","DNK",1850,2817,1501343,4229283231
"Denmark","DNK",1851,2649,1518601,4022774049
"Denmark","DNK",1852,2713,1536786,4169300418
"Denmark","DNK",1853,2697,1555915,4196302755
"Denmark","DNK",1854,2679,1575283,4220183157
"Denmark","DNK",1855,2938,1594892,4685792696
"Denmark","DNK",1856,2735,1614746,4416330310
"Denmark","DNK",1857,2745,1634846,4487652270
"Denmark","DNK",1858,2691,1655196,4454132436
"Denmark","DNK",1859,2834,1675243,4747638662
"Denmark","DNK",1860,2775,1694977,4703561175
"Denmark","DNK",1861,2785,1714386,4774565010
"Denmark","DNK",1862,2836,1733463,4916101068
"Denmark","DNK",1863,2979,1752195,5219788905
"Denmark","DNK",1864,2922,1771129,5175238938
"Denmark","DNK",1865,2989,1790269,5351114041
"Denmark","DNK",1866,2963,1809615,5361889245
"Denmark","DNK",1867,2933,1829170,5364955610
"Denmark","DNK",1868,2954,1848936,5461756944
"Denmark","DNK",1869,3092,1868538,5777519496
"Denmark","DNK",1870,3193,1887969,6028285017
"Denmark","DNK",1871,3177,1907224,6059250648
"Denmark","DNK",1872,3327,1926298,6408793446
"Denmark","DNK",1873,3279,1945184,6378258336
"Denmark","DNK",1874,3341,1964256,6562579296
"Denmark","DNK",1875,3366,1983514,6676508124
"Denmark","DNK",1876,3395,2002962,6800055990
"Denmark","DNK",1877,3261,2022600,6595698600
"Denmark","DNK",1878,3351,2042430,6844182930
"Denmark","DNK",1879,3425,2062460,7063925500
"Denmark","DNK",1880,3476,2082691,7239433916
"Denmark","DNK",1881,3480,2103126,7318878480
"Denmark","DNK",1882,3571,2123766,7583968386
"Denmark","DNK",1883,3665,2144614,7860010310
"Denmark","DNK",1884,3642,2165666,7887355572
"Denmark","DNK",1885,3625,2186925,7927603125
"Denmark","DNK",1886,3724,2208393,8224055532
"Denmark","DNK",1887,3818,2230071,8514411078
"Denmark","DNK",1888,3808,2251963,8575475104
"Denmark","DNK",1889,3826,2274656,8702833856
"Denmark","DNK",1890,4022,2298166,9243223652
"Denmark","DNK",1891,4073,2322506,9459566938
"Denmark","DNK",1892,4141,2347693,9721796713
"Denmark","DNK",1893,4191,2373740,9948344340
"Denmark","DNK",1894,4235,2400076,10164321860
"Denmark","DNK",1895,4415,2426705,10713902575
"Denmark","DNK",1896,4521,2453628,11092852188
"Denmark","DNK",1897,4564,2480851,11322603964
"Denmark","DNK",1898,4575,2508376,11475820200
"Denmark","DNK",1899,4705,2536620,11934797100
"Denmark","DNK",1900,4809,2565597,12337955973
"Denmark","DNK",1901,4948,2595319,12841638412
"Denmark","DNK",1902,5007,2625800,13147380600
"Denmark","DNK",1903,5244,2657054,13933591176
"Denmark","DNK",1904,5302,2688680,14255381360
"Denmark","DNK",1905,5333,2720683,14509402439
"Denmark","DNK",1906,5423,2753066,14929876918
"Denmark","DNK",1907,5557,2785834,15480879538
"Denmark","DNK",1908,5662,2818993,15961138366
"Denmark","DNK",1909,5807,2852524,16564606868
"Denmark","DNK",1910,5906,2886432,17047267392
"Denmark","DNK",1911,6148,2920720,17956586560
"Denmark","DNK",1912,6076,2955394,17956973944
"Denmark","DNK",1913,6236,2990457,18648489852
"Denmark","DNK",1914,6551,3025936,19822906736
"Denmark","DNK",1915,6022,3061836,18438376392
"Denmark","DNK",1916,6202,3098162,19214800724
"Denmark","DNK",1917,5765,3134919,18072808035
"Denmark","DNK",1918,5514,3172037,17490612018
"Denmark","DNK",1919,6153,3207678,19736842734
"Denmark","DNK",1920,6363,3241807,20627617941
"Denmark","DNK",1921,6099,3274391,19970510709
"Denmark","DNK",1922,6641,3305392,21951108272
"Denmark","DNK",1923,7267,3334775,24233809925
"Denmark","DNK",1924,7218,3364419,24284376342
"Denmark","DNK",1925,6978,3394327,23685613806
"Denmark","DNK",1926,7329,3424500,25098160500
"Denmark","DNK",1927,7425,3454942,25652944350
"Denmark","DNK",1928,7627,3485654,26585083058
"Denmark","DNK",1929,8089,3515938,28440422482
"Denmark","DNK",1930,8513,3545784,30185259192
"Denmark","DNK",1931,8542,3575182,30539204644
"Denmark","DNK",1932,8239,3604123,29694369397
"Denmark","DNK",1933,8434,3632598,30637331532
"Denmark","DNK",1934,8611,3661298,31527437078
"Denmark","DNK",1935,8735,3690224,32234106640
"Denmark","DNK",1936,8886,3719379,33050401794
"Denmark","DNK",1937,9035,3748764,33870082740
"Denmark","DNK",1938,9185,3778382,34704438670
"Denmark","DNK",1939,9553,3810539,36402079067
"Denmark","DNK",1940,8155,3845283,31358282865
"Denmark","DNK",1941,7291,3882658,28308459478
"Denmark","DNK",1942,7379,3922710,28945677090
"Denmark","DNK",1943,8097,3965488,32108556336
"Denmark","DNK",1944,8835,4008732,35417147220
"Denmark","DNK",1945,8075,4052448,32723517600
"Denmark","DNK",1946,9208,4096640,37721861120
"Denmark","DNK",1947,9620,4141315,39839450300
"Denmark","DNK",1948,9776,4186477,40926999152
"Denmark","DNK",1949,10351,4228817,43772484767
"Denmark","DNK",1950,11067,4268281,47237065827
"Denmark","DNK",1951,11056,4308917,47639386352
"Denmark","DNK",1952,11086,4346187,48181829082
"Denmark","DNK",1953,11623,4380305,50912285015
"Denmark","DNK",1954,11749,4411662,51832616838
"Denmark","DNK",1955,11788,4440779,52347902852
"Denmark","DNK",1956,11858,4468350,52985694300
"Denmark","DNK",1957,12696,4495215,57071249640
"Denmark","DNK",1958,12903,4522337,58351714311
"Denmark","DNK",1959,13767,4550683,62649252861
"Denmark","DNK",1960,14046,4581099,64346116554
"Denmark","DNK",1961,14843,4614027,68486002761
"Denmark","DNK",1962,15537,4649341,72236811117
"Denmark","DNK",1963,15513,4686269,72698090997
"Denmark","DNK",1964,16832,4723623,79508022336
"Denmark","DNK",1965,17459,4760461,83112888599
"Denmark","DNK",1966,17789,4796481,85324600509
"Denmark","DNK",1967,18230,4831750,88082802500
"Denmark","DNK",1968,18868,4866069,91812989892
"Denmark","DNK",1969,19974,4899289,97858398486
"Denmark","DNK",1970,20221,4931239,99714583819
"Denmark","DNK",1971,20617,4961759,102296585303
"Denmark","DNK",1972,21579,4990551,107691100029
"Denmark","DNK",1973,22228,5017247,111523366316
"Denmark","DNK",1974,21919,5041413,110502731547
"Denmark","DNK",1975,21712,5062731,109922015472
"Denmark","DNK",1976,23059,5081262,117168820458
"Denmark","DNK",1977,23360,5097049,119067064640
"Denmark","DNK",1978,23632,5109693,120752264976
"Denmark","DNK",1979,24409,5118711,124942616799
"Denmark","DNK",1980,24272,5123945,124368393040
"Denmark","DNK",1981,24063,5125296,123329997648
"Denmark","DNK",1982,24807,5123349,127094918643
"Denmark","DNK",1983,25450,5119607,130293998150
"Denmark","DNK",1984,26581,5116055,135989857955
"Denmark","DNK",1985,27710,5114250,141715867500
"Denmark","DNK",1986,28681,5114645,146693133245
"Denmark","DNK",1987,28728,5117282,147009277296
"Denmark","DNK",1988,29049,5122442,148801817658
"Denmark","DNK",1989,29108,5130362,149334577096
"Denmark","DNK",1990,29412,5141117,151210533204
"Denmark","DNK",1991,29915.44727,5154906,154211318624.807
"Denmark","DNK",1992,30573.57422,5171654,158115947409.16
"Denmark","DNK",1993,30649.53711,5190745,159093931506.047
"Denmark","DNK",1994,32359.29688,5211334,168635104046.838
"Denmark","DNK",1995,33356.14063,5232709,174542977279.867
"Denmark","DNK",1996,34325.44141,5254857,180375286071.428
"Denmark","DNK",1997,35499.0625,5277713,187353863644.062
"Denmark","DNK",1998,36361.23047,5300380,192728338758.579
"Denmark","DNK",1999,37523.42578,5321771,199691079136.656
"Denmark","DNK",2000,39021.17578,5341192,208419591906.73
"Denmark","DNK",2001,39425.86328,5358059,211246101580.174
"Denmark","DNK",2002,39709.37109,5372798,213350429573.61
"Denmark","DNK",2003,39983.14453,5386968,215387920122.485
"Denmark","DNK",2004,41178.5625,5402754,222477643261.125
"Denmark","DNK",2005,42264.62891,5421701,229146180825.976
"Denmark","DNK",2006,44025.48438,5444293,239687636431.643
"Denmark","DNK",2007,44481.46875,5469920,243310075545
"Denmark","DNK",2008,44246.39844,5497731,243254796341.94
"Denmark","DNK",2009,42090.17188,5526389,232606662885.741
"Denmark","DNK",2010,42932.39844,5554849,238482990542.036
"Denmark","DNK",2011,43575,5582980,243278353500
"Denmark","DNK",2012,43510,5610909,244130650590
"Denmark","DNK",2013,43733,5638152,246573301416
"Denmark","DNK",2014,44241,5664199,250589827959
"Denmark","DNK",2015,44635,5688695,253914901325
"Denmark","DNK",2016,44836,5711346,256073909256
"Denmark","DNK",2017,45455.55469,5732277,260563830671.729
"Denmark","DNK",2018,46312.34375,5752131,266394668167.031
"Estonia","EST",1855,1787,508937,909470419
"Estonia","EST",1973,13799,1398470,19297487530
"Estonia","EST",1980,15044,1474438,22181445272
"Estonia","EST",1981,15478,1483879,22967479162
"Estonia","EST",1982,15927,1492640,23773277280
"Estonia","EST",1983,16361,1501422,24564765342
"Estonia","EST",1984,16660,1511193,25176475380
"Estonia","EST",1985,16541,1522405,25182101105
"Estonia","EST",1986,16866,1536034,25906749444
"Estonia","EST",1987,16898,1551209,26212329682
"Estonia","EST",1988,17661,1564200,27625336200
"Estonia","EST",1989,18779,1569967,29482410293
"Estonia","EST",1990,17247,1565246,26995797762
"Estonia","EST",1991,15350.63477,1548220,23766159763.6094
"Estonia","EST",1992,13214.3877,1520811,20096586172.4247
"Estonia","EST",1993,12207.18457,1488060,18165023071.2342
"Estonia","EST",1994,12070.06055,1457090,17587164526.7995
"Estonia","EST",1995,12881.27832,1433026,18459206745.7963
"Estonia","EST",1996,13547.66113,1417741,19207074638.1073
"Estonia","EST",1997,15074.77539,1409678,21250579222.2244
"Estonia","EST",1998,15593.00488,1406350,21929222412.988
"Estonia","EST",1999,15335.10645,1403784,21527177072.8068
"Estonia","EST",2000,16806.97461,1399111,23514823053.5717
"Estonia","EST",2001,17696.60938,1391739,24629061441.9118
"Estonia","EST",2002,18589.15039,1382737,25703906042.8174
"Estonia","EST",2003,19771.74219,1372904,27144703939.6198
"Estonia","EST",2004,20803.75781,1363570,28367380036.9817
"Estonia","EST",2005,22518.54102,1355650,30527260133.763
"Estonia","EST",2006,24578.81641,1349373,33165991235.6109
"Estonia","EST",2007,26177.87109,1344295,35190781216.9315
"Estonia","EST",2008,24429.02148,1340067,32736525527.6392
"Estonia","EST",2009,20538.04883,1336140,27441708563.7162
"Estonia","EST",2010,20713.42578,1332103,27592416621.8153
"Estonia","EST",2011,21997,1327701,29205438897
"Estonia","EST",2012,23026,1323163,30467151238
"Estonia","EST",2013,23436,1319068,30913677648
"Estonia","EST",2014,24146,1316273,31782727858
"Estonia","EST",2015,24493,1315330,32216377690
"Estonia","EST",2016,24857,1316507,32724414499
"Estonia","EST",2017,26254.20117,1319389,34639504227.4851
"Estonia","EST",2018,27408.66406,1322913,36259277997.6068
"Finland","FIN",1600,1191,199999,238198809
"Finland","FIN",1700,1331,400119,532558389
"Finland","FIN",1750,1486,625460,929433560
"Finland","FIN",1800,1213,8e+05,970400000
"Finland","FIN",1820,1313,1166867,1532096371
"Finland","FIN",1850,1519,1622623,2464764337
"Finland","FIN",1860,1522,1731819,2635828518
"Finland","FIN",1861,1527,1737255,2652788385
"Finland","FIN",1862,1428,1740760,2485805280
"Finland","FIN",1863,1527,1742321,2660524167
"Finland","FIN",1864,1545,1743882,2694297690
"Finland","FIN",1865,1516,1745445,2646094620
"Finland","FIN",1866,1527,1747009,2667682743
"Finland","FIN",1867,1412,1748575,2468987900
"Finland","FIN",1868,1599,1750142,2798477058
"Finland","FIN",1869,1755,1756848,3083268240
"Finland","FIN",1870,1817,1768778,3213869626
"Finland","FIN",1871,1796,1786016,3207684736
"Finland","FIN",1872,1825,1808650,3300786250
"Finland","FIN",1873,1902,1836768,3493532736
"Finland","FIN",1874,1919,1865324,3579556756
"Finland","FIN",1875,1930,1894324,3656045320
"Finland","FIN",1876,2007,1923774,3861014418
"Finland","FIN",1877,1930,1953683,3770608190
"Finland","FIN",1878,1870,1984056,3710184720
"Finland","FIN",1879,1860,2014466,3746906760
"Finland","FIN",1880,1841,2044906,3764671946
"Finland","FIN",1881,1769,2075370,3671329530
"Finland","FIN",1882,1918,2105854,4039027972
"Finland","FIN",1883,1961,2136349,4189380389
"Finland","FIN",1884,1943,2167286,4211036698
"Finland","FIN",1885,1962,2198671,4313792502
"Finland","FIN",1886,2034,2230511,4536859374
"Finland","FIN",1887,2034,2262811,4602557574
"Finland","FIN",1888,2075,2295580,4763328500
"Finland","FIN",1889,2115,2327325,4922292375
"Finland","FIN",1890,2201,2358017,5189995417
"Finland","FIN",1891,2152,2387622,5138162544
"Finland","FIN",1892,2040,2416107,4928858280
"Finland","FIN",1893,2138,2443439,5224072582
"Finland","FIN",1894,2230,2471080,5510508400
"Finland","FIN",1895,2378,2499034,5942702852
"Finland","FIN",1896,2503,2527304,6325841912
"Finland","FIN",1897,2589,2555893,6617206977
"Finland","FIN",1898,2659,2584806,6872999154
"Finland","FIN",1899,2562,2613454,6695669148
"Finland","FIN",1900,2659,2641828,7024620652
"Finland","FIN",1901,2608,2669919,6963148752
"Finland","FIN",1902,2536,2697717,6841410312
"Finland","FIN",1903,2687,2725213,7322647331
"Finland","FIN",1904,2759,2752988,7595493892
"Finland","FIN",1905,2777,2781048,7722970296
"Finland","FIN",1906,2860,2809393,8034863980
"Finland","FIN",1907,2923,2838027,8295552921
"Finland","FIN",1908,2915,2866952,8357165080
"Finland","FIN",1909,3003,2894150,8691132450
"Finland","FIN",1910,3038,2919589,8869711382
"Finland","FIN",1911,3091,2943236,9097542476
"Finland","FIN",1912,3223,2965061,9556391603
"Finland","FIN",1913,3365,2985031,10044629315
"Finland","FIN",1914,3190,3005135,9586380650
"Finland","FIN",1915,3000,3025375,9076125000
"Finland","FIN",1916,3017,3045751,9189030767
"Finland","FIN",1917,2520,3066264,7726985280
"Finland","FIN",1918,2184,3086979,6741962136
"Finland","FIN",1919,2643,3109648,8218799664
"Finland","FIN",1920,2942,3134303,9221119426
"Finland","FIN",1921,3003,3160974,9492404922
"Finland","FIN",1922,3280,3189692,10462189760
"Finland","FIN",1923,3486,3220491,11226631626
"Finland","FIN",1924,3545,3251587,11526875915
"Finland","FIN",1925,3711,3282983,12183149913
"Finland","FIN",1926,3813,3314683,12638886279
"Finland","FIN",1927,4076,3346688,13641100288
"Finland","FIN",1928,4315,3379002,14580393630
"Finland","FIN",1929,4331,3409796,14767826476
"Finland","FIN",1930,4250,3439042,14615928500
"Finland","FIN",1931,4114,3466711,14262049054
"Finland","FIN",1932,4065,3492777,14198138505
"Finland","FIN",1933,4307,3517209,15148619163
"Finland","FIN",1934,4763,3541812,16869650556
"Finland","FIN",1935,4930,3566588,17583278840
"Finland","FIN",1936,5227,3591537,18772963899
"Finland","FIN",1937,5485,3616660,19837380100
"Finland","FIN",1938,5721,3641959,20835647439
"Finland","FIN",1939,5432,3668255,19925961160
"Finland","FIN",1940,5133,3695561,18969314613
"Finland","FIN",1941,5295,3723891,19718002845
"Finland","FIN",1942,5303,3753260,19903537780
"Finland","FIN",1943,5893,3783681,22297232133
"Finland","FIN",1944,5874,3814348,22405480152
"Finland","FIN",1945,5499,3845264,21145106736
"Finland","FIN",1946,5871,3876430,22758520530
"Finland","FIN",1947,5925,3907849,23154005325
"Finland","FIN",1948,6307,3939523,24846571561
"Finland","FIN",1949,6604,3972994,26237652376
"Finland","FIN",1950,6779,4008292,27172211468
"Finland","FIN",1951,7286,4050488,29511855568
"Finland","FIN",1952,7450,4096559,30519364550
"Finland","FIN",1953,7415,4144309,30730051235
"Finland","FIN",1954,7973,4191970,33422576810
"Finland","FIN",1955,8284,4238274,35109861816
"Finland","FIN",1956,8440,4282376,36143253440
"Finland","FIN",1957,8751,4323916,37838588916
"Finland","FIN",1958,8725,4362911,38066398475
"Finland","FIN",1959,9172,4399668,40353754896
"Finland","FIN",1960,9931,4434593,44039943083
"Finland","FIN",1961,10613,4467763,47416368719
"Finland","FIN",1962,10869,4498821,48897685449
"Finland","FIN",1963,11148,4526738,50464075224
"Finland","FIN",1964,11647,4550250,52996761750
"Finland","FIN",1965,12226,4568604,55855752504
"Finland","FIN",1966,12471,4581115,57131085165
"Finland","FIN",1967,12667,4588660,58124556220
"Finland","FIN",1968,12900,4594021,59262870900
"Finland","FIN",1969,14151,4601033,65109217983
"Finland","FIN",1970,15266,4612365,70412364090
"Finland","FIN",1971,15565,4629371,72056159615
"Finland","FIN",1972,16654,4651174,77460651796
"Finland","FIN",1973,17669,4675450,82610526050
"Finland","FIN",1974,18109,4698782,85090243238
"Finland","FIN",1975,18237,4718744,86055734328
"Finland","FIN",1976,18104,4734432,85712156928
"Finland","FIN",1977,18100,4746929,85919414900
"Finland","FIN",1978,18425,4758256,87670866800
"Finland","FIN",1979,19657,4771341,93790250037
"Finland","FIN",1980,20640,4788247,98829418080
"Finland","FIN",1981,20935,4809807,100693309545
"Finland","FIN",1982,21495,4835102,103930517490
"Finland","FIN",1983,21944,4862171,106695480424
"Finland","FIN",1984,22486,4888197,109915997742
"Finland","FIN",1985,23148,4911220,113684920560
"Finland","FIN",1986,23621,4930342,116459608382
"Finland","FIN",1987,24519,4946368,121279996992
"Finland","FIN",1988,25644,4961097,127222371468
"Finland","FIN",1989,27012,4977118,134441911416
"Finland","FIN",1990,26884,4996220,134318378480
"Finland","FIN",1991,25174.89844,5019134,126356188706.751
"Finland","FIN",1992,24219.75977,5044928,122186944216.947
"Finland","FIN",1993,23943.74414,5071782,121437450541.857
"Finland","FIN",1994,24797.66016,5097090,126395905624.934
"Finland","FIN",1995,25761.625,5119012,131874067514.5
"Finland","FIN",1996,26637.26563,5136984,136835207345.06
"Finland","FIN",1997,28239.875,5151740,145484493632.5
